image_id,label,shape,rgb_std_red,rgb_std_green,rgb_std_blue,rgb_std_mean,rgb_contrast,rgb_brightness
ID_SMTO3V,0,64x64x12,2803.3695691846992,2825.2860642617266,2857.39955672952,2828.685063391982,2817.755562920661,4550.958704345703
ID_C63KYL,0,64x64x12,2913.1506140326087,2745.5896229267196,2670.6602053291876,2776.4668140961717,2782.7094057651093,4008.8052158203127
ID_S9I3S9,0,64x64x12,2946.1684835173737,2674.3311829823583,2663.7556576195593,2761.418441373097,2730.5071309889627,4364.209631591797
ID_6IF550,0,64x64x12,2849.2545730542074,2718.327077990218,2648.5427028213985,2738.7081179552747,2746.951465316647,4230.057928710938
ID_MG038K,0,64x64x12,2782.0073746746984,2703.3530380345296,2649.4037745290266,2711.5880624127512,2716.1311155083567,7869.725209716797
ID_NMI1AV,0,64x64x12,2616.9676014385095,2701.6033237906745,2808.252328779249,2708.9410846694777,2682.675053593585,3720.3952658691405
ID_BSA86N,0,64x64x12,2730.248269477273,2659.9347251204,2640.308769994585,2676.8305881974193,2677.854419573496,4654.605352050781
ID_SXHXCA,0,64x64x12,2660.9545428718334,2655.1001749740058,2694.212775419341,2670.0891644217268,2658.0919303522564,5302.284120849609
ID_LI2BY9,0,64x64x12,2669.119779213713,2638.02379149076,2657.3712899070333,2654.838286870502,2643.282415967286,9589.177216308592
ID_ROLWWB,0,64x64x12,2792.303000607711,2593.9635083194544,2479.2475611220425,2621.838023349736,2629.46785817215,3838.739870117188
ID_NP0J1M,0,64x64x12,2568.259668739139,2519.4873796308934,2671.8023714764895,2586.516473282174,2549.9831769859543,7505.971439941406
ID_O76Z6P,0,64x64x12,2692.5105716727567,2570.1516606027894,2485.6192674751424,2582.760499916896,2595.4743637198717,4480.1068000488285
ID_U80OQB,0,64x64x12,2564.722073443157,2565.6118997383787,2512.684689311445,2547.67288749766,2558.2665157485612,4729.947669677735
ID_NUFDCA,0,64x64x12,2616.7464972965668,2524.05651227839,2467.2220436773164,2536.008351084091,2542.814015191599,5236.258509033202
ID_732Y5M,0,64x64x12,2531.526607235673,2506.7643811757794,2545.1243816416386,2527.8051233510305,2514.5265462372586,8920.193703857421
ID_SVRM42,0,64x64x12,2482.186014797807,2509.1766574845897,2553.042028724383,2514.8015670022596,2503.632506567243,5181.661118408203
ID_QSNJKE,0,64x64x12,2584.8168206141668,2469.2312723272903,2380.125507568534,2478.057866836664,2491.2827750333086,8576.197405761719
ID_FU3H7Z,0,64x64x12,2453.041554857518,2462.5288664588834,2501.4167416578975,2472.3290543247663,2459.816423131429,4470.070046386719
ID_VGRMRS,0,64x64x12,2330.7280017890675,2432.5945731915535,2578.8021459745232,2447.374906985048,2408.1567332374007,3204.2377009277347
ID_D91VDM,0,64x64x12,2481.197907777173,2394.860484254391,2364.8205832294643,2413.6263250870093,2413.6320601004268,6584.155692626952
ID_VKT3IG,1,64x64x12,2387.2068832071955,2314.070294625332,2472.5174108244073,2391.264862885645,2353.7285561699487,6230.394518066405
ID_K6Y6GI,0,64x64x12,2456.144307444807,2314.8000114121132,2393.2754060537286,2388.073241636883,2363.7258175919055,7452.802056640625
ID_ISI7X8,0,64x64x12,2421.3588060929283,2329.0076753539306,2401.455246392935,2383.940575946598,2363.5009321074194,7380.507170898438
ID_O6LHQP,1,64x64x12,2302.835872009214,2270.7846263557753,2511.3099714985933,2361.6434899545275,2307.459473113706,4863.516393066406
ID_X0SM36,0,64x64x12,2454.9231608428445,2292.213770262109,2200.6945300720417,2315.9438203923314,2325.5856643481793,4285.589534667968
ID_XY6KQ6,0,64x64x12,2304.0157668522415,2273.925747980597,2365.4892994104566,2314.4769380810985,2282.7892771337642,3814.7565378417967
ID_WJ28B5,0,64x64x12,2393.1219587229016,2283.027743477997,2267.0106827474106,2314.3867949827695,2306.26428041125,3441.068337402344
ID_9XZUFK,0,64x64x12,2323.650205703348,2289.5107715366944,2287.1566590869847,2300.1058787756756,2297.1086059271365,4487.310834716796
ID_OSA58J,0,64x64x12,2306.451277020799,2215.1305207625455,2345.821397121285,2289.134398301543,2256.5820561484466,4180.928886474609
ID_RF9CAJ,0,64x64x12,2328.8969610636573,2266.985558336875,2259.798047327774,2285.226855576102,2281.9647753179956,7112.886346191406
ID_AI0LGK,1,64x64x12,2326.243315137813,2215.6686559581926,2242.5841533141984,2261.498708136735,2231.6508646416537,4394.384783447265
ID_I5JA7D,1,64x64x12,2293.611006160395,2216.5801949377997,2250.851725381751,2253.680975493315,2224.7292398556747,4131.687552490234
ID_SCFQJM,1,64x64x12,2272.4146120351475,2188.897790549991,2298.9369955028865,2253.4164660293413,2225.8959947840735,4293.094315917968
ID_GMVF0F,0,64x64x12,2261.4173129437704,2184.6775018693234,2286.9445542251237,2244.3464563460725,2216.4560830545656,4903.605107910156
ID_WULDGQ,0,64x64x12,2278.1217103877343,2258.354347655196,2181.775575185598,2239.417211076176,2254.167048555341,4535.375964355469
ID_9N5LMC,0,64x64x12,2203.5566025161734,2212.969729545722,2280.2997670555133,2232.2753663724698,2213.0878887431572,6699.502346923828
ID_JO3D34,0,64x64x12,2077.3709663586883,2172.648474995605,2387.7674439953007,2212.5956284498648,2153.548679657434,3190.8078081054687
ID_I7PABD,1,64x64x12,2158.5957307189183,2113.0748213850193,2296.916397472239,2189.5289831920586,2147.147800602951,5251.6596499023435
ID_F6M8SJ,0,64x64x12,2243.7512700536845,2115.290847583195,2205.2073566589315,2188.0831580986037,2163.0200292112327,5507.306382324219
ID_RTCT6X,0,64x64x12,2219.673825673224,2162.6119703273152,2179.593973472433,2187.293256490991,2178.919966622579,4368.097585205078
ID_INU287,0,64x64x12,2200.3923127517714,2094.06218951715,2247.344220651096,2180.5995743066724,2143.048691860291,4699.9898125
ID_O5JPU6,1,64x64x12,2158.053242342132,2118.5084579214163,2262.775985530579,2179.7792285980427,2146.3397660005644,4654.027797851562
ID_ZT7ONW,0,64x64x12,2196.9961130542342,2122.4320165916665,2218.3294675597976,2179.2525324018993,2154.41332772182,8656.809582031248
ID_JWDUAA,0,64x64x12,2154.1663562875215,2115.718880036024,2237.4551196821126,2169.113452001886,2140.773677260862,5437.836849609375
ID_6R21Q4,0,64x64x12,2161.650222404401,2093.601379361441,2221.2951177768255,2158.8489065142226,2127.0582054970064,6312.675355957032
ID_KNX0JF,0,64x64x12,2117.9871949527746,2105.6180129480767,2249.138202077687,2157.581136659513,2124.9951353476436,7114.2662109375
ID_BAE39L,0,64x64x12,2218.306569728169,2126.377735127435,2127.0898721851604,2157.258059013588,2140.1447165462287,3497.0172534179683
ID_6VPDJ7,0,64x64x12,2142.3840620421224,2075.147790102693,2238.6727698554596,2152.068207333425,2113.6813025579368,4428.189027099609
ID_XWPXXL,0,64x64x12,2120.0938753494875,2086.37892174685,2217.1181302341906,2141.1969757768425,2107.881236986795,5730.480115234375
ID_WY1AF2,0,64x64x12,2191.9894106060524,2089.2428643091043,2118.1863601928767,2133.139545036011,2119.8520086922904,6076.16322680664
ID_RXU5I9,0,64x64x12,2254.1227013495795,2051.7382411457147,2070.2346293691057,2125.365190621467,2099.0486691045226,3596.4846894531247
ID_4X8NUT,0,64x64x12,2137.6938735509416,2050.6529373995804,2187.0756691619536,2125.1408267041584,2091.13741076623,4693.757249267578
ID_D9UM6M,0,64x64x12,2105.291685995104,2042.8415000543557,2216.851016380493,2121.6614008099846,2081.1317572295925,4236.621977539062
ID_DG495B,0,64x64x12,2264.9780895570757,2048.8159379366743,2039.2096053921798,2117.667877628643,2109.300113052065,2492.833042480469
ID_UR6UJC,0,64x64x12,2133.4830427769725,2067.0845121049533,2127.7110073699287,2109.426187417285,2092.3741657792775,4592.973529052735
ID_RCA7UQ,0,64x64x12,2085.081614858687,2107.640194383066,2129.1529736523958,2107.2915942980494,2100.6366977363314,4671.954591552734
ID_JK8QJR,1,64x64x12,2095.54485597104,2024.2271635034103,2198.441272352679,2106.0710972757097,2065.2359996847827,4795.663437988282
ID_N7BODG,0,64x64x12,2160.5460183076843,2075.299054362654,2044.1263132002912,2093.3237952902095,2093.1132511721166,2716.911815673828
ID_Z4R03R,0,64x64x12,2129.2036363096213,2024.7157181337366,2101.917833560705,2085.279062668021,2062.8380382074765,6101.738443359374
ID_I73U0S,0,64x64x12,2084.9301240514333,1993.3786916766778,2159.5608350051534,2079.2898835777546,2039.2197037380197,4835.897939453125
ID_OREYWW,0,64x64x12,2072.3832178567254,1989.5748292871515,2095.2724076839763,2052.4101516092846,2025.4433687736705,4663.669235839843
ID_BA90VX,0,64x64x12,2020.5486204192234,2022.3051210672552,2111.647564079329,2051.5004351886023,2026.0620209855572,3605.6224125976564
ID_9PVKG1,0,64x64x12,2032.4031271282843,2043.1574808193657,2052.7941147339548,2042.7849075605347,2039.2270453575395,4747.600469482422
ID_9BAQUE,0,64x64x12,2041.0386416272472,2028.9025996621526,2052.3224483931026,2040.7545632275007,2032.6390985700325,4810.362748046875
ID_DKDMAC,1,64x64x12,2017.3229482180275,1939.0353780974037,2113.650329334056,2023.3362185498293,1982.154187672332,4075.2691455078125
ID_DOS4AO,0,64x64x12,2019.4027354529683,1949.8511194595624,2088.2703649020405,2019.1747399381904,1984.9668230461089,4246.609105957031
ID_5CD61W,0,64x64x12,2061.441976279552,1951.9320976321442,2041.4735433642595,2018.2825390919852,1991.125283821156,5881.100526855469
ID_9364XI,1,64x64x12,1977.8285142483785,1936.6620062966158,2104.0873168404005,2006.1926124617983,1967.8421824683167,6410.546412109375
ID_3NRLDL,1,64x64x12,1983.6797351846242,1951.4469871599485,2075.8744884923212,2003.6670702789645,1974.6185836188024,6871.962182128906
ID_QCM12T,0,64x64x12,2081.2771874062228,1995.431270223369,1933.2041397939329,2003.3041991411749,2011.663626242538,8796.472308593751
ID_IIZLB6,0,64x64x12,1809.7943982934341,1950.3142836089492,2212.072169802277,1990.72695056822,1917.5493105723294,4009.9060458984372
ID_IVT5K1,0,64x64x12,2077.8856079137377,1980.8928470799206,1911.1159875921444,1989.9648141952675,1999.8179838202675,3886.8108610839845
ID_L10KQL,0,64x64x12,2053.7996108393418,1971.8101522468037,1942.6328729702157,1989.414212018787,1988.003626789614,3656.1340371093747
ID_L6QL9A,0,64x64x12,2034.8227074542224,1966.884038721486,1954.125450050269,1985.2773987419923,1982.5410903752645,2720.5845288085934
ID_4LBYXX,1,64x64x12,1982.8643178537106,1923.687682497899,2024.656633942113,1977.0695447645742,1952.121616918841,3896.872130859375
ID_Y6K4L7,0,64x64x12,1972.0434895559292,1912.1432967633832,2046.7376913974588,1976.9748259055905,1945.1685913263532,6586.177982910156
ID_U51NPT,0,64x64x12,1936.3140541237235,1960.378063211369,2014.1744969413571,1970.2888714254832,1956.6075783963686,5168.621245849608
ID_UI1E83,0,64x64x12,1959.6519690880218,1913.952536267425,2036.021201084646,1969.875235480031,1939.8091177110666,4292.598562988282
ID_969NLN,0,64x64x12,2032.501612797997,1917.5920039538366,1950.2640807792845,1966.7858991770397,1949.7630290068932,2574.238033203125
ID_5PNN77,0,64x64x12,2087.9792086754887,1905.8285731672036,1902.4225079534485,1965.4100965987136,1955.195794633724,3098.3070759277343
ID_HAQY6X,0,64x64x12,1978.1968276457133,1888.544223391692,2013.8478601375505,1960.1963037249852,1927.5758534154643,3895.320109375
ID_ZNPDLE,0,64x64x12,2024.0154999018705,1908.2458962713465,1886.9162187679233,1939.7258716470467,1937.4644599112412,3060.4572658691404
ID_VRIAE1,1,64x64x12,1922.0917019814306,1879.371520318989,2005.6523664376293,1935.7051962460164,1906.1640678201409,4271.981067871094
ID_M0SRUE,0,64x64x12,1993.666410106014,1899.9981136422925,1900.4507931123692,1931.3717722868917,1919.9088802313902,3494.010234863281
ID_W6Y37I,1,64x64x12,1918.7132397980292,1870.3500161892575,1998.4440718348744,1929.1691092740537,1899.058463847376,5918.756288085937
ID_Q5E10F,0,64x64x12,2109.3542860362927,1895.2354438100824,1780.509353363461,1928.3663610699452,1925.2028262407434,3182.7474321289064
ID_IQNDLE,0,64x64x12,1938.7915775752438,1879.402359102934,1959.9378040589104,1926.0439135790293,1904.9945031919426,5103.753532958985
ID_878PE1,0,64x64x12,1952.677362895792,1891.7365349757426,1881.145816486645,1908.51990478606,1906.1189164188997,9467.741519287109
ID_TQNDEK,0,64x64x12,1837.8593124123927,1899.6287505354953,1976.543550769003,1904.6772045722971,1885.685643327127,3847.651915527344
ID_AH1EIC,0,64x64x12,1693.4068177533281,1911.0717426622448,2091.259632148595,1898.5793975213892,1861.0215676294245,2501.9904018554685
ID_S11CEJ,0,64x64x12,1984.1760715361174,1868.8055819161252,1835.4917824822671,1896.1578119781698,1890.9685189514553,2711.660115722656
ID_05L9I7,0,64x64x12,1916.8653466740468,1846.226686416841,1915.0451408498457,1892.7123913135777,1869.7955055669036,2280.6282802734377
ID_38LR1E,0,64x64x12,1897.4841294259459,1824.246189029284,1920.0137918689709,1880.581370108067,1855.8146557220587,5490.890701171875
ID_5IHWTF,1,64x64x12,1836.4632676891129,1841.0417923830319,1962.1057762981345,1879.870278790093,1852.7905697491628,3970.733934326172
ID_XL2JVB,1,64x64x12,1881.6214606243507,1831.230810395295,1926.15448375518,1879.6689182582752,1856.7550842287294,5236.114219726562
ID_IOSR7T,0,64x64x12,1897.5873533850688,1808.2419841587503,1927.37602220721,1877.7351199170098,1848.195478366868,3819.8798500976563
ID_6DGLH9,0,64x64x12,1998.738847874155,1819.2383207211262,1812.215243871455,1876.7308041555787,1870.0952881115975,3783.023018554687
ID_9M7QON,0,64x64x12,1902.9772073179581,1830.3170527853085,1895.8929730247721,1876.3957443760128,1858.7079960814385,8382.333359375
ID_HNGW4S,0,64x64x12,1857.2837183701831,1860.9857602704456,1905.7608921020499,1874.6767902475594,1860.0007603070846,3265.4102519531248
ID_QN7EME,1,64x64x12,1840.9565300975985,1829.4702470866896,1946.936037712614,1872.4542716323006,1845.5978523886959,6309.187446289063
ID_PYQJPO,0,64x64x12,1879.3905219606413,1796.8624423542574,1940.3519412839578,1872.201635199619,1837.475726538202,4353.280796875
ID_7QNM7M,1,64x64x12,1843.4120913694326,1813.8990393891008,1956.8992216693366,1871.40345080929,1838.6311531535848,6705.044259765624
ID_ZY4UB6,0,64x64x12,1939.6256065586347,1861.9402481580107,1811.555714587243,1871.0405231012962,1877.1911462749886,3312.9208342285156
ID_7VZKE2,0,64x64x12,1810.6016526575745,1812.8167060405906,1969.4653210766949,1864.2945599249533,1829.6106910464464,5230.318050292969
ID_P869AD,0,64x64x12,1903.6595728409347,1858.806906666082,1812.7644955858848,1858.4103250309672,1861.9704268639562,3910.210863769531
ID_21H8DA,0,64x64x12,1876.8927689592929,1769.2836057223917,1913.4804932730215,1853.218955984902,1815.9948696017425,4128.56773071289
ID_SQVQ1Z,1,64x64x12,1839.1317368539367,1785.4857924532912,1920.6467756192012,1848.4214349754764,1816.5767103331666,6713.2994296874995
ID_XSWTW5,0,64x64x12,1907.880825163296,1811.7454219858544,1820.5817865962676,1846.7360112484728,1839.3421080222322,5374.364646240234
ID_AATLAS,0,64x64x12,1824.1466072227859,1804.8131529576378,1902.7971854969546,1843.9189818924594,1821.03973580011,6645.973390136718
ID_WR6KML,1,64x64x12,1842.3809833877042,1776.8964097156975,1907.5365226373262,1842.2713052469092,1811.0533289396765,2733.2530078124996
ID_G3E8JI,0,64x64x12,1849.4225252398717,1783.9910519077753,1863.8456470704407,1832.419741406029,1810.4398342021473,8617.175765625
ID_M6Q80T,0,64x64x12,1849.2762535287243,1785.7302074945665,1861.4580038942106,1832.1548216391673,1812.085336232813,5563.208595214844
ID_1LFUGZ,0,64x64x12,1885.4100160917428,1845.9381848737778,1764.9766354863486,1832.1082788172898,1847.7318695976164,3727.990386474609
ID_HRTKJP,1,64x64x12,1966.2832924563847,1793.1103089684937,1736.008499886581,1831.8007004371532,1834.1117062051337,2308.3334228515623
ID_42NVT7,0,64x64x12,1860.8676245762897,1827.3409666942912,1801.6631146533214,1829.9572353079675,1831.1281448505251,5072.471135253906
ID_WOON6V,1,64x64x12,1825.6433569664653,1794.0932617244644,1860.6842397170692,1826.8069528026663,1810.7028465544834,5187.064458496094
ID_JWLS2P,0,64x64x12,1794.4500770001207,1803.1490939582864,1876.6128160851958,1824.7373290145342,1799.128725418687,3932.4224440917965
ID_KN663A,1,64x64x12,1807.7956667076976,1774.5557454457294,1885.4944760662063,1822.6152960732113,1796.3663564641083,4704.834392089843
ID_586QXD,0,64x64x12,1800.9910722258549,1774.0007817670241,1889.9402554459548,1821.6440364796115,1794.477317920954,5356.349604492188
ID_M07CXG,0,64x64x12,1710.200021691573,1823.2479298978665,1930.6259027435747,1821.3579514443381,1797.4330601215,2783.0231884765626
ID_FYW0P2,0,64x64x12,1862.3437260828978,1808.607966346514,1781.0089592930528,1817.3202172408216,1811.7375226645356,3508.1007717285156
ID_PHY1DU,0,64x64x12,1785.8358235889275,1756.5132885133546,1909.1003235422493,1817.1498118815105,1782.4808988171765,5386.736889160156
ID_OEOY87,0,64x64x12,1906.1728075552307,1775.3022783362865,1766.8460643321648,1816.1070500745607,1795.5558324823603,3326.491800537109
ID_VQE0PR,0,64x64x12,1728.2413880166607,1803.2984491812354,1887.7092937957786,1806.4163769978916,1785.1771261831134,6365.593714355469
ID_P9730W,0,64x64x12,1821.3584103249286,1748.9287371545247,1828.4456066044463,1799.5775846946333,1776.3783383805178,6320.5806884765625
ID_MO78NK,0,64x64x12,1791.994289865933,1741.0892338050146,1862.9510466020095,1798.6781900909857,1768.1530007112742,5659.797842529297
ID_3BE7D4,0,64x64x12,1787.4499072246479,1755.4864910293713,1834.8611665200733,1792.5991882580308,1772.8660255703633,6286.743769531249
ID_UJX0VK,1,64x64x12,1770.7320442845805,1717.4879713366738,1858.5820919232137,1782.2673691814896,1749.1358700758612,4274.43582470703
ID_4HPIHW,1,64x64x12,1702.6036642841004,1734.7174890533397,1909.151489225636,1782.1575475210254,1744.145269798613,4410.941099609375
ID_R80AVF,1,64x64x12,1767.1139124375875,1724.2224098418906,1837.7870009064798,1776.3744410619859,1749.0909452229173,3410.0508596191407
ID_3L53S7,0,64x64x12,1715.1207263699337,1726.7611484302838,1883.0068421766243,1774.9629056589474,1740.5097515519108,5225.994443359375
ID_WII8X7,1,64x64x12,1753.5432152427836,1726.2068918796958,1828.888050304201,1769.5460524755601,1745.616423284168,6722.273217773438
ID_7ND604,0,64x64x12,1772.9550136591604,1728.4425475503247,1803.5413463831205,1768.3129691975353,1748.4208097240903,4551.448747314453
ID_Z8DUL6,0,64x64x12,1727.3035901338785,1750.106864874865,1786.7164697479088,1754.7089749188842,1742.7887767502493,4065.7883435058593
ID_D5T11C,0,64x64x12,1722.2861484329499,1697.426943895001,1841.0902150959732,1753.6011024746415,1720.8506408418857,3891.7933154296875
ID_ZX73CF,1,64x64x12,1763.1262965711758,1714.4196169958207,1780.4248216757253,1752.6569117475738,1735.580616253127,6149.484217285156
ID_6GEDII,0,64x64x12,1793.8017617347464,1723.7040806147002,1730.9076386424817,1749.471160330643,1742.8813425958404,2100.251315673828
ID_DG7QJ8,0,64x64x12,1700.0577440594652,1701.273872904203,1839.3378311140025,1746.8898160258902,1714.9306378047363,4302.2566286621095
ID_Z9S0GB,0,64x64x12,1707.581114389983,1705.0706733439758,1824.2012826196496,1745.6176901178696,1717.375362794105,8938.215780273438
ID_RRHGGE,0,64x64x12,1741.5594842111516,1695.6016431131318,1785.2364549692584,1740.7991940978472,1717.402303414075,6430.941220214843
ID_IDFM68,0,64x64x12,1844.8737900987348,1699.112564740476,1667.063126406482,1737.0164937485642,1735.9753950644576,2403.591223144531
ID_PGDLCA,1,64x64x12,1705.9914912707459,1696.5258479848928,1799.7180092335418,1734.0784494963937,1710.831478637672,5894.654683105469
ID_EJLWVI,0,64x64x12,1724.4281688549163,1689.6859625680772,1781.9149251477725,1732.0096855235886,1710.0658373094714,6071.1560209960935
ID_8PV9GC,1,64x64x12,1707.839582186676,1677.7083706477245,1792.806668112437,1726.118206982279,1699.534794665303,5069.4537556152345
ID_DLL1R3,0,64x64x12,1723.4141594393095,1691.9343061285595,1759.1655802795524,1724.8380152824739,1693.6322964719056,3461.8501347656247
ID_9ZCKAC,0,64x64x12,1704.0674183270685,1676.1465655934535,1782.6334066157995,1720.9491301787739,1695.7239480347653,5584.683428222656
ID_SJ4NXA,0,64x64x12,1722.5606724395745,1684.9692918248668,1750.3722580510475,1719.3007407718296,1702.2074018467697,3482.7050654296872
ID_Q5LGN3,1,64x64x12,1725.406854034921,1680.6456342304314,1749.4761454707475,1718.5095445787001,1700.168110526537,5723.914742187499
ID_G4O1NS,0,64x64x12,1699.720396772332,1651.4456796396087,1801.5618461747815,1717.5759741955742,1682.358137573213,2945.474143310547
ID_DWQUOH,1,64x64x12,1642.0302644285075,1654.4981947203373,1835.812020445085,1710.780159864643,1671.0935454215642,4334.979389648437
ID_PO9IWH,0,64x64x12,1670.581636959025,1663.4691954078764,1787.8332803675553,1707.2947042448188,1677.4956306574097,4035.9074084472654
ID_9TTL9R,1,64x64x12,1675.886019214824,1635.8131062888333,1809.558708736298,1707.0859447466519,1666.69543471022,5082.652931152343
ID_VUSY8T,1,64x64x12,1706.1195021705544,1649.9134393064082,1763.5878682746425,1706.5402699172016,1679.2843652504014,3396.247570800781
ID_VJ68FD,1,64x64x12,1659.8304543877032,1658.4685682711504,1800.4137313765564,1706.23758467847,1674.6214728865127,5265.5115864257805
ID_FTX35T,0,64x64x12,1846.7862931451566,1663.5151933413742,1605.8518631810139,1705.3844498891815,1702.1313999452036,2871.6014357910153
ID_4PS6G9,0,64x64x12,1689.9583859731185,1654.7390937099249,1749.550614523452,1698.0826980688319,1673.9593331596407,3926.081412109375
ID_IDDRWG,1,64x64x12,1631.9062008452572,1651.4853131120196,1803.549214223777,1695.6469093936846,1662.4350752879932,5673.120750976563
ID_5XH9YU,0,64x64x12,1695.4433655888379,1628.8321077545208,1758.9120647603709,1694.3958460345766,1663.0028887765975,3145.400832519531
ID_FZV0VS,0,64x64x12,1696.2170116162858,1638.1415061514963,1727.135773728734,1687.164763832172,1663.979705038334,4270.269691894531
ID_M2DKV4,0,64x64x12,1671.658313676852,1625.0669517678934,1764.6180332145889,1687.1144328864448,1654.376934585095,4067.6967292480467
ID_68DJ83,0,64x64x12,1692.2319609698593,1673.8630686612394,1688.3409056472656,1684.8119784261214,1679.5255924433518,4571.166674072265
ID_22GWFV,1,64x64x12,1694.6614534636205,1650.4463739370015,1703.3227943744912,1682.8102072583713,1669.06602123155,4669.400903320313
ID_ONTF81,0,64x64x12,1730.2532421500441,1648.5708898722821,1655.952726208755,1678.2589527436937,1671.4008390310892,2807.501104980469
ID_ISKN9X,1,64x64x12,1640.3868523584993,1641.264941165592,1750.140519920888,1677.2641044816598,1653.0669371914842,5255.837854003907
ID_J34GA6,0,64x64x12,1710.4670795035436,1658.9323413829607,1660.493935572512,1676.631118819672,1671.6825449478033,4367.968346435547
ID_98XQW5,0,64x64x12,1784.574075735641,1632.0802802004566,1606.4192485727563,1674.357868169618,1661.8602232598273,2701.0045959472654
ID_7SVDAQ,0,64x64x12,1568.1106870494266,1669.7169022675996,1757.2795351058844,1665.0357081409702,1644.3358266105226,2004.7095437011717
ID_850GZY,0,64x64x12,1665.8102518279823,1600.0958625599478,1726.9050128768251,1664.2703757549182,1633.7230658519356,3527.8613171386714
ID_0RELJP,0,64x64x12,1628.3507781815522,1625.2335035269225,1736.0511083063154,1663.2117966715969,1637.7070057152237,7046.451500976562
ID_CY9SBE,0,64x64x12,1641.586469300988,1622.493850178812,1720.9115579800293,1661.6639591532764,1639.1687808634053,5217.844386230468
ID_DG4HZX,1,64x64x12,1645.5040672107668,1603.6053625827258,1733.4738131936401,1660.8610809957108,1630.448823881511,3357.277806640625
ID_J7NIE3,1,64x64x12,1663.8920601557024,1619.9942767059076,1689.7598642748321,1657.8820670454807,1640.2594775715688,6388.374381835937
ID_WDLB7M,0,64x64x12,1776.2661229543291,1613.9456223955171,1575.7615750252278,1655.3244401250247,1645.1251513026843,2500.912441894531
ID_PGK85F,0,64x64x12,1639.1742820490442,1603.1075573554904,1709.426956573189,1650.5695986592411,1623.6282562170773,6055.261932617188
ID_9BMCHC,1,64x64x12,1598.953028381726,1580.8950678526749,1769.1077849534772,1649.6519603959593,1607.1994149111144,5053.080937011719
ID_ITVTF8,0,64x64x12,1647.9190094828762,1608.0390018754672,1692.207388955086,1649.388466771143,1627.5324997121068,3759.1972065429686
ID_8XKSST,1,64x64x12,1575.6478341818586,1593.5087799485568,1773.611465550866,1647.5893598937607,1607.226525260143,2988.178694091797
ID_JAJ05M,0,64x64x12,1617.306115778855,1587.473379685822,1707.1979817822105,1637.3258257489624,1609.8053819178583,4145.87372290039
ID_KL7CI6,0,64x64x12,1662.7979186406087,1585.3410741358562,1662.1159747872669,1636.7516558545774,1616.568700757899,6398.586090820312
